onset	duration	sample	value	event_code	background	foreground_contrast	stimulus_cond
0	n/a	0	break cnt	break cnt	n/a	n/a	n/a
29.38	n/a	14690	surroundSuppB2_start	97	n/a	n/a	n/a
30.934	n/a	15467	fixpoint_ON	4	n/a	n/a	n/a
31.45	2.4	15725	stim_ON	8	1	1	3
34.358	n/a	17179	fixpoint_ON	4	n/a	n/a	n/a
34.866	2.4	17433	stim_ON	8	1	0.6	1
37.778	n/a	18889	fixpoint_ON	4	n/a	n/a	n/a
38.288	2.4	19144	stim_ON	8	1	0.3	2
41.198	n/a	20599	fixpoint_ON	4	n/a	n/a	n/a
41.708	2.4	20854	stim_ON	8	1	0	3
44.618	n/a	22309	fixpoint_ON	4	n/a	n/a	n/a
45.128	2.4	22564	stim_ON	8	1	0	2
48.038	n/a	24019	fixpoint_ON	4	n/a	n/a	n/a
48.548	2.4	24274	stim_ON	8	1	0.3	1
51.458	n/a	25729	fixpoint_ON	4	n/a	n/a	n/a
51.968	2.4	25984	stim_ON	8	1	0.6	3
54.878	n/a	27439	fixpoint_ON	4	n/a	n/a	n/a
55.388	2.4	27694	stim_ON	8	1	1	2
58.298	n/a	29149	fixpoint_ON	4	n/a	n/a	n/a
58.808	2.4	29404	stim_ON	8	1	1	3
61.718	n/a	30859	fixpoint_ON	4	n/a	n/a	n/a
62.228	2.4	31114	stim_ON	8	1	0.6	1
65.138	n/a	32569	fixpoint_ON	4	n/a	n/a	n/a
65.648	2.4	32824	stim_ON	8	1	0.3	2
68.558	n/a	34279	fixpoint_ON	4	n/a	n/a	n/a
69.068	2.4	34534	stim_ON	8	1	0	3
71.978	n/a	35989	fixpoint_ON	4	n/a	n/a	n/a
72.488	2.4	36244	stim_ON	8	0	1	1
75.398	n/a	37699	fixpoint_ON	4	n/a	n/a	n/a
75.908	2.4	37954	stim_ON	8	0	0.6	2
78.818	n/a	39409	fixpoint_ON	4	n/a	n/a	n/a
79.328	2.4	39664	stim_ON	8	0	0.3	3
82.238	n/a	41119	fixpoint_ON	4	n/a	n/a	n/a
82.748	2.4	41374	stim_ON	8	0	0	1
85.658	n/a	42829	fixpoint_ON	4	n/a	n/a	n/a
86.168	2.4	43084	stim_ON	8	1	1	3
89.078	n/a	44539	fixpoint_ON	4	n/a	n/a	n/a
89.588	2.4	44794	stim_ON	8	1	0.6	2
92.498	n/a	46249	fixpoint_ON	4	n/a	n/a	n/a
93.008	2.4	46504	stim_ON	8	1	0.3	1
95.92	n/a	47960	fixpoint_ON	4	n/a	n/a	n/a
96.43	2.4	48215	stim_ON	8	1	0	3
99.34	n/a	49670	fixpoint_ON	4	n/a	n/a	n/a
99.85	2.4	49925	stim_ON	8	1	0	3
102.76	n/a	51380	fixpoint_ON	4	n/a	n/a	n/a
103.27	2.4	51635	stim_ON	8	1	0.3	1
106.18	n/a	53090	fixpoint_ON	4	n/a	n/a	n/a
106.69	2.4	53345	stim_ON	8	1	0.6	2
109.6	n/a	54800	fixpoint_ON	4	n/a	n/a	n/a
110.11	2.4	55055	stim_ON	8	1	1	3
113.02	n/a	56510	fixpoint_ON	4	n/a	n/a	n/a
113.53	2.4	56765	stim_ON	8	1	0	1
116.44	n/a	58220	fixpoint_ON	4	n/a	n/a	n/a
116.95	2.4	58475	stim_ON	8	0	0	2
119.86	n/a	59930	fixpoint_ON	4	n/a	n/a	n/a
120.37	2.4	60185	stim_ON	8	1	0.3	3
123.28	n/a	61640	fixpoint_ON	4	n/a	n/a	n/a
123.79	2.4	61895	stim_ON	8	0	0.3	1
126.7	n/a	63350	fixpoint_ON	4	n/a	n/a	n/a
127.21	2.4	63605	stim_ON	8	1	0.6	2
130.12	n/a	65060	fixpoint_ON	4	n/a	n/a	n/a
130.63	2.4	65315	stim_ON	8	0	0.6	3
133.54	n/a	66770	fixpoint_ON	4	n/a	n/a	n/a
134.05	2.4	67025	stim_ON	8	1	1	1
136.96	n/a	68480	fixpoint_ON	4	n/a	n/a	n/a
137.47	2.4	68735	stim_ON	8	0	1	2
140.38	n/a	70190	fixpoint_ON	4	n/a	n/a	n/a
140.89	2.4	70445	stim_ON	8	1	0	3
143.8	n/a	71900	fixpoint_ON	4	n/a	n/a	n/a
144.31	2.4	72155	stim_ON	8	1	0.3	1
147.22	n/a	73610	fixpoint_ON	4	n/a	n/a	n/a
147.73	2.4	73865	stim_ON	8	1	0.6	2
150.64	n/a	75320	fixpoint_ON	4	n/a	n/a	n/a
151.15	2.4	75575	stim_ON	8	1	1	3
154.062	n/a	77031	fixpoint_ON	4	n/a	n/a	n/a
154.57	2.4	77285	stim_ON	8	1	1	2
157.482	n/a	78741	fixpoint_ON	4	n/a	n/a	n/a
157.992	2.4	78996	stim_ON	8	1	0.6	1
160.902	n/a	80451	fixpoint_ON	4	n/a	n/a	n/a
161.412	2.4	80706	stim_ON	8	1	0.3	3
164.322	n/a	82161	fixpoint_ON	4	n/a	n/a	n/a
164.832	2.4	82416	stim_ON	8	1	0	2
167.742	n/a	83871	fixpoint_ON	4	n/a	n/a	n/a
168.252	2.4	84126	stim_ON	8	0	1	1
171.162	n/a	85581	fixpoint_ON	4	n/a	n/a	n/a
171.672	2.4	85836	stim_ON	8	0	0.6	2
174.582	n/a	87291	fixpoint_ON	4	n/a	n/a	n/a
175.092	2.4	87546	stim_ON	8	0	0.3	3
178.002	n/a	89001	fixpoint_ON	4	n/a	n/a	n/a
178.512	2.4	89256	stim_ON	8	0	0	1
181.422	n/a	90711	fixpoint_ON	4	n/a	n/a	n/a
181.932	2.4	90966	stim_ON	8	1	1	2
184.842	n/a	92421	fixpoint_ON	4	n/a	n/a	n/a
185.352	2.4	92676	stim_ON	8	1	0.6	3
188.262	n/a	94131	fixpoint_ON	4	n/a	n/a	n/a
188.772	2.4	94386	stim_ON	8	1	0.3	1
191.682	n/a	95841	fixpoint_ON	4	n/a	n/a	n/a
192.192	2.4	96096	stim_ON	8	1	0	2
195.102	n/a	97551	fixpoint_ON	4	n/a	n/a	n/a
195.612	2.4	97806	stim_ON	8	1	0	1
198.522	n/a	99261	fixpoint_ON	4	n/a	n/a	n/a
199.032	2.4	99516	stim_ON	8	1	0.3	3
201.942	n/a	100971	fixpoint_ON	4	n/a	n/a	n/a
202.452	2.4	101226	stim_ON	8	1	0.6	2
205.362	n/a	102681	fixpoint_ON	4	n/a	n/a	n/a
205.872	2.4	102936	stim_ON	8	1	1	1
208.782	n/a	104391	fixpoint_ON	4	n/a	n/a	n/a
209.292	2.4	104646	stim_ON	8	1	1	2
212.202	n/a	106101	fixpoint_ON	4	n/a	n/a	n/a
212.712	2.4	106356	stim_ON	8	1	0.6	3
215.624	n/a	107812	fixpoint_ON	4	n/a	n/a	n/a
216.134	2.4	108067	stim_ON	8	1	0.3	1
219.044	n/a	109522	fixpoint_ON	4	n/a	n/a	n/a
219.554	2.4	109777	stim_ON	8	1	0	2
222.464	n/a	111232	fixpoint_ON	4	n/a	n/a	n/a
222.974	2.4	111487	stim_ON	8	0	1	1
225.884	n/a	112942	fixpoint_ON	4	n/a	n/a	n/a
226.394	2.4	113197	stim_ON	8	1	1	2
229.304	n/a	114652	fixpoint_ON	4	n/a	n/a	n/a
229.814	2.4	114907	stim_ON	8	0	0.6	3
232.724	n/a	116362	fixpoint_ON	4	n/a	n/a	n/a
233.234	2.4	116617	stim_ON	8	1	0.6	1
236.144	n/a	118072	fixpoint_ON	4	n/a	n/a	n/a
236.654	2.4	118327	stim_ON	8	0	0.3	2
239.564	n/a	119782	fixpoint_ON	4	n/a	n/a	n/a
240.074	2.4	120037	stim_ON	8	1	0.3	3
242.984	n/a	121492	fixpoint_ON	4	n/a	n/a	n/a
243.494	2.4	121747	stim_ON	8	0	0	1
246.404	n/a	123202	fixpoint_ON	4	n/a	n/a	n/a
246.914	2.4	123457	stim_ON	8	1	0	2
252.932	n/a	126466	break cnt	break cnt	n/a	n/a	n/a
281.522	n/a	140761	9999	9999	n/a	n/a	n/a
